BuildingAge,NumberofBuildings,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),SiteEnergyUse(kBtu),Has_Steam,Has_Gas,Has_Electricity,GFA_Education,GFA_Logistique_Stockage,GFA_Services_Publics_Industrie,GFA_Bureau_Finance,GFA_Commerce_Retail,GFA_Culture_Loisirs_Culte,GFA_Sante,GFA_Commerce_Alimentaire,GFA_Autre,GFA_Hotellerie_Logement,Nbhd_BALLARD,Nbhd_CENTRAL,Nbhd_DELRIDGE,Nbhd_DOWNTOWN,Nbhd_EAST,Nbhd_GREATER DUWAMISH,Nbhd_LAKE UNION,Nbhd_MAGNOLIA / QUEEN ANNE,Nbhd_NORTH,Nbhd_NORTHEAST,Nbhd_NORTHWEST,Nbhd_SOUTHEAST,Nbhd_SOUTHWEST
14,1.0,5,206597,353919,30083496.0,0,1,1,0.0,189133.0,0.0,372503.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
15,1.0,6,95000,131592,11963428.0,0,1,1,0.0,83178.0,0.0,131592.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
19,1.0,5,0,535947,131373880.0,0,1,1,0.0,103983.0,0.0,0.0,0.0,0.0,0.0,0.0,535947.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
13,1.0,5,50654,109046,31371618.0,0,1,1,0.0,49314.0,0.0,37406.0,0.0,0.0,0.0,0.0,72407.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
10,1.0,4,73673,136143,6917478.5,0,1,1,0.0,79091.0,0.0,113803.0,0.0,15803.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
10,1.0,6,109905,193198,7519466.5,0,1,1,0.0,99368.0,0.0,184643.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
62,1.0,3,0,67380,2755829.0,0,1,1,0.0,29732.0,0.0,17372.0,0.0,13639.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
53,1.0,4,0,102235,24395228.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,103135.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,1.0,5,153684,282813,45252356.0,0,1,1,0.0,173235.0,0.0,88901.0,0.0,0.0,175364.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
42,1.0,5,20826,67236,3415561.25,0,0,1,0.0,21396.0,0.0,64752.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
44,1.0,5,20416,66762,3632613.75,0,0,1,0.0,15167.0,0.0,66648.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
46,1.0,5,20416,66762,3493093.75,0,0,1,0.0,28285.0,0.0,66747.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
45,1.0,5,21600,66400,3484915.5,0,0,1,0.0,17487.0,0.0,69691.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
28,1.0,4,88405,108344,19165116.0,0,1,1,0.0,88405.0,0.0,0.0,0.0,0.0,108344.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
22,1.0,4,95281,95995,8422861.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,95995.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
70,2.0,2,0,111445,5697472.5,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
19,1.0,4,0,98475,1090496.625,0,1,1,0.0,98475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,1.0,7,150455,201075,42709624.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,215602.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
21,1.0,2,187878,121087,14512786.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121087.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,1.0,1,0,63225,6522551.5,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63225.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
61,0.0,1,0,113780,3574542.25,0,1,1,0.0,0.0,0.0,22248.0,91532.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0
17,1.0,1,0,243044,1396082.25,0,1,1,0.0,325424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
15,1.0,3,156312,123940,11521702.0,0,0,1,0.0,156312.0,0.0,116440.0,7500.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
64,1.0,3,12998,53464,6876439.5,0,0,1,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,72000.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
19,1.0,1,0,131387,8773058.0,0,1,1,0.0,0.0,0.0,0.0,107931.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
17,1.0,3,0,94400,784364.5,0,1,1,0.0,67155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
52,6.0,1,0,111900,9814820.0,0,1,1,0.0,0.0,0.0,0.0,124231.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
32,0.0,1,0,144776,13424079.0,0,1,1,0.0,0.0,0.0,0.0,144776.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
49,1.0,1,0,114000,17225444.0,0,1,1,0.0,0.0,0.0,0.0,57805.0,0.0,0.0,56312.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
19,1.0,1,0,50083,8663691.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50065.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
28,1.0,3,28645,95426,4991360.5,0,1,1,0.0,0.0,0.0,96504.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
16,1.0,4,36528,53472,3897738.0,0,0,1,0.0,0.0,0.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
15,1.0,3,33709,62332,5413418.0,0,0,1,0.0,33709.0,0.0,62232.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
17,1.0,3,114829,166128,11325513.0,0,1,1,0.0,93893.0,7500.0,152579.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
17,1.0,4,103032,140302,8651835.0,0,1,1,0.0,24549.0,0.0,138995.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
25,1.0,6,0,154660,52960796.0,1,1,1,0.0,0.0,0.0,0.0,0.0,209296.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
34,1.0,5,121375,268920,7683885.0,0,0,1,0.0,108408.0,0.0,243018.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
49,1.0,2,0,90000,1429146.375,0,1,1,0.0,70000.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
50,1.0,1,0,50200,1047461.0,0,1,1,0.0,0.0,0.0,0.0,50200.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
91,1.0,6,6200,87833,4758198.0,0,1,1,0.0,4500.0,0.0,53993.0,24744.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
75,1.0,2,0,63240,227566.7031,0,1,1,0.0,63240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,1.0,5,182454,140415,17085344.0,0,1,1,0.0,182454.0,0.0,0.0,130744.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
28,1.0,4,23400,106893,465533.3125,0,0,1,0.0,139093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
19,1.0,4,0,106041,1123943.0,0,1,1,0.0,106041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
60,1.0,3,0,94470,1000796.875,0,1,1,0.0,94470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
14,1.0,10,38186,143508,7637986.0,0,0,1,0.0,26946.0,0.0,150840.0,0.0,0.0,0.0,0.0,2155.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
50,1.0,1,0,22780,402051.3125,0,0,1,0.0,22780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
49,1.0,1,0,124472,5464762.0,0,1,1,0.0,124423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
46,1.0,22,98556,129000,8493420.0,0,0,1,0.0,77887.79688,0.0,227556.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
49,1.0,1,0,50065,1529510.25,0,1,1,0.0,49918.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
47,1.0,1,0,57540,2582687.0,0,1,1,0.0,57540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
50,1.0,1,0,85400,1536998.25,0,0,1,0.0,85400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
50,1.0,1,0,55700,519806.0938,0,0,1,0.0,55700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
52,1.0,1,0,53250,1794187.25,0,1,1,0.0,0.0,0.0,52759.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
29,1.0,6,28427,50245,2179719.75,0,1,1,0.0,0.0,0.0,78672.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
30,1.0,3,0,64660,325513.0,0,1,1,0.0,64660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
89,1.0,2,19928,55916,3684188.5,0,1,1,0.0,18961.0,0.0,28441.0,0.0,0.0,0.0,0.0,28442.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0
48,1.0,1,0,161678,9357230.0,0,1,1,0.0,162425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
67,1.0,1,0,101101,21795830.0,0,1,1,0.0,101101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
36,1.0,1,0,52613,1061458.25,0,1,1,0.0,59504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
76,1.0,1,0,56608,5094197.0,0,1,1,0.0,0.0,0.0,11520.0,0.0,0.0,0.0,0.0,45340.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
63,1.0,1,0,104099,17695420.0,0,1,1,0.0,100000.0,0.0,4099.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
13,1.0,1,7450,50734,14715262.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51722.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
36,1.0,1,0,58480,11054535.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44431.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
11,1.0,6,124800,211900,9058916.0,0,0,1,0.0,4569.0,0.0,217977.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
20,1.0,4,159994,104014,9937707.0,0,1,1,0.0,0.0,0.0,0.0,98863.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
102,1.0,2,0,62220,5444253.5,0,1,1,0.0,13780.0,0.0,60676.0,1324.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0
46,1.0,1,0,65430,3181045.5,0,1,1,0.0,0.0,0.0,60732.0,0.0,0.0,0.0,0.0,8142.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
10,1.0,3,42440,59850,6062770.5,0,1,1,0.0,18575.0,0.0,83715.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
90,1.0,3,0,80004,12232124.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74864.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0
25,1.0,2,0,323916,8024064.5,0,1,1,0.0,263528.0,0.0,60388.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
84,1.0,14,0,304052,21027396.0,0,1,1,0.0,156487.0,0.0,218918.0,0.0,0.0,84051.89844,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
38,1.0,4,31210,54175,4855036.5,0,0,1,0.0,25525.0,2875.0,50235.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
27,1.0,2,0,98024,1988334.5,0,1,1,0.0,63896.0,0.0,33712.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
88,1.0,1,15000,50000,2603931.25,0,1,1,0.0,15000.0,0.0,20000.0,0.0,0.0,0.0,0.0,10000.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
26,1.0,5,66620,77953,5135040.0,0,0,1,0.0,66650.0,0.0,78521.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
66,1.0,2,0,302812,7290824.5,0,1,1,0.0,0.0,0.0,0.0,302812.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
42,1.0,5,0,86400,9080022.0,0,1,1,0.0,0.0,0.0,78200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
47,0.0,2,0,98539,5450441.5,0,1,1,0.0,0.0,0.0,0.0,98539.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
35,1.0,6,0,86483,6361236.5,0,0,1,0.0,0.0,0.0,86483.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
40,1.0,1,0,51600,1124543.125,0,1,1,0.0,34400.0,0.0,17200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0
48,1.0,1,0,140520,2225512.0,0,1,1,0.0,140520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0
30,1.0,5,62380,91649,4636396.5,0,1,1,0.0,66288.0,0.0,91645.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
11,1.0,3,91935,69854,6963616.5,0,1,1,0.0,91935.0,0.0,0.0,0.0,0.0,69854.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,1.0,3,0,63909,4765753.5,0,0,1,0.0,0.0,0.0,0.0,3239.0,0.0,60670.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
68,1.0,2,0,53472,971155.625,0,1,1,0.0,46846.0,0.0,10033.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
36,1.0,1,0,50417,1847401.0,0,1,1,0.0,50417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
116,1.0,1,0,43728,11508035.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43728.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
55,1.0,3,0,133298,15640994.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,133298.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
51,1.0,2,0,168619,6455828.5,0,1,1,0.0,0.0,0.0,0.0,173106.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
14,0.0,5,113318,138509,47102428.0,0,1,1,0.0,113318.0,0.0,84000.0,0.0,0.0,84000.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
16,1.0,4,71385,104500,6486377.5,0,0,1,0.0,71390.0,0.0,103970.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
47,1.0,2,0,104786,1028376.875,0,1,1,0.0,104786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
16,1.0,1,41600,11440,1770027.5,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51427.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
43,0.0,1,0,110689,2339814.25,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110689.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
68,1.0,1,0,53620,2058955.25,0,1,1,0.0,0.0,0.0,53620.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
78,1.0,1,0,50008,3202213.0,0,1,1,0.0,0.0,0.0,50008.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,1.0,4,100176,191000,6657348.5,0,1,1,0.0,111198.0,0.0,194674.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
59,1.0,1,0,50832,2551022.25,0,1,1,0.0,43920.0,0.0,6912.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
45,1.0,1,0,76354,2843033.5,0,1,1,0.0,76486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
60,1.0,1,0,98480,2831565.5,0,1,1,0.0,98480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
112,1.0,2,0,53002,3441643.25,0,1,1,0.0,27427.0,0.0,0.0,31602.0,0.0,0.0,0.0,0.0,18130.0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,1.0,3,51218,124700,22530168.0,0,1,1,0.0,58218.0,0.0,66737.0,0.0,0.0,30230.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
96,1.0,3,63782,106003,19155416.0,0,1,1,0.0,63782.0,0.0,0.0,0.0,0.0,0.0,0.0,106003.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
45,1.0,11,0,124721,13898181.0,0,1,1,0.0,12000.0,0.0,107594.0,0.0,0.0,0.0,15600.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
46,1.0,7,0,94002,5662234.0,0,0,1,0.0,31348.0,0.0,93905.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
42,1.0,1,0,93020,1252323.875,0,0,1,0.0,93020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
70,1.0,1,0,23000,711118.375,0,1,1,0.0,0.0,0.0,2689.600098,0.0,0.0,0.0,0.0,20310.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
14,1.0,1,0,61053,13133225.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54434.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0
112,1.0,5,0,78920,2830674.75,0,0,1,0.0,0.0,0.0,78564.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
110,1.0,7,0,99440,6606832.5,0,1,1,0.0,0.0,0.0,65088.0,23857.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
109,1.0,6,0,73260,2853189.5,0,0,1,0.0,0.0,0.0,63871.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
116,1.0,4,0,69817,2178074.5,1,1,1,0.0,0.0,0.0,34647.0,26039.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
116,1.0,4,0,84750,2094724.625,0,1,1,0.0,0.0,0.0,41609.0,28734.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
116,1.0,6,13320,62176,3570161.75,0,0,1,0.0,0.0,0.0,45799.0,9739.0,0.0,0.0,4689.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
116,1.0,4,0,164380,7655751.0,1,1,1,0.0,0.0,0.0,123607.0,20795.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
109,1.0,7,0,160580,4336187.5,1,1,1,0.0,0.0,0.0,160580.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
110,1.0,3,0,67755,1904480.0,0,0,1,0.0,0.0,0.0,19705.0,0.0,11988.0,0.0,0.0,33647.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
106,1.0,3,0,56700,2371575.0,0,1,1,0.0,30450.0,0.0,26250.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
94,1.0,1,0,82852,2153603.5,0,1,1,0.0,58472.0,0.0,0.0,23282.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
63,1.0,2,0,76442,3978277.0,0,1,1,0.0,18000.0,0.0,7604.0,0.0,0.0,0.0,0.0,50500.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
54,1.0,2,0,92792,3155496.0,0,1,1,0.0,85343.0,0.0,13435.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
75,2.0,2,0,125519,2244317.0,0,0,1,0.0,0.0,142901.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
116,1.0,4,25800,103200,4374646.0,0,0,1,0.0,0.0,0.0,104869.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
62,1.0,1,0,78814,861972.875,0,1,1,0.0,78814.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
112,1.0,4,0,58970,1776411.75,0,1,1,0.0,11600.0,0.0,39870.0,0.0,0.0,0.0,0.0,0.0,7000.0,0,0,0,0,0,1,0,0,0,0,0,0,0
106,1.0,6,10800,64800,2688675.75,0,0,1,0.0,57040.0,0.0,10500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
109,1.0,4,0,56270,1056782.125,0,0,1,0.0,49154.0,0.0,4116.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
112,1.0,4,0,66842,5608600.5,0,1,1,0.0,0.0,0.0,43122.0,10514.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
107,1.0,6,10800,64488,2891605.0,0,1,1,0.0,10918.0,0.0,65508.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
112,1.0,7,0,184322,9722890.0,0,0,1,0.0,0.0,406.0,183916.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,1.0,7,0,287853,25567108.0,0,1,1,0.0,0.0,0.0,273812.0,12102.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
102,1.0,2,0,64512,5968153.5,0,1,1,0.0,0.0,0.0,63000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,1.0,6,111774,174226,63835192.0,0,1,1,0.0,111774.0,0.0,108747.0,0.0,0.0,0.0,0.0,49271.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
90,1.0,7,0,144050,3929371.0,0,1,1,0.0,144050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
86,1.0,3,0,60592,5049446.5,0,1,1,0.0,0.0,0.0,60384.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
104,0.0,6,0,1380959,74130576.0,0,1,1,0.0,220303.0,0.0,1000730.0,281296.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
23,1.0,1,0,107930,7221482.5,0,1,1,0.0,0.0,0.0,0.0,107704.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
90,1.0,1,0,99084,1618110.375,0,1,1,0.0,99084.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
63,1.0,1,0,72719,2581741.75,0,1,1,0.0,72719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0
86,0.0,4,0,76624,2773647.5,0,1,1,0.0,0.0,0.0,76624.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0
15,1.0,6,36583,55123,8570571.0,0,0,1,0.0,34701.0,0.0,53281.0,0.0,0.0,0.0,0.0,3724.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
8,1.0,5,39902,89191,19248732.0,0,1,1,0.0,37652.0,0.0,0.0,0.0,0.0,89131.0,0.0,5615.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
25,1.0,5,16221,121885,8381834.5,0,0,1,0.0,16221.0,0.0,119083.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0
43,1.0,1,0,56572,2409429.0,0,1,1,0.0,0.0,0.0,0.0,56576.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
12,1.0,0,0,225982,20560622.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,200184.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0
